date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,data_source
1966-07-19,Argentina,Switzerland,2,0,FIFA World Cup,Sheffield,England,TRUE,data/international_results/results.csv
1966-07-20,England,France,2,0,FIFA World Cup,London,England,FALSE,data/international_results/results.csv
1966-07-23,England,Argentina,1,0,FIFA World Cup,London,England,FALSE,data/international_results/results.csv
1966-07-26,England,Portugal,2,1,FIFA World Cup,London,England,FALSE,data/international_results/results.csv
1966-07-30,England,Germany,4,2,FIFA World Cup,London,England,FALSE,data/international_results/results.csv
1966-10-22,Northern Ireland,England,0,2,British Home Championship,Belfast,Northern Ireland,FALSE,data/international_results/results.csv
1966-11-02,England,Czechoslovakia,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
1966-11-16,England,Wales,5,1,British Home Championship,London,England,FALSE,data/international_results/results.csv
1967-01-18,Argentina,Paraguay,4,1,Copa América,Montevideo,Uruguay,TRUE,data/international_results/results.csv
1967-01-22,Bolivia,Argentina,0,1,Copa América,Montevideo,Uruguay,TRUE,data/international_results/results.csv
1967-01-25,Argentina,Venezuela,5,1,Copa América,Montevideo,Uruguay,TRUE,data/international_results/results.csv
1967-01-28,Argentina,Chile,2,0,Copa América,Montevideo,Uruguay,TRUE,data/international_results/results.csv
1967-02-02,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1967-04-15,England,Scotland,2,3,British Home Championship,London,England,FALSE,data/international_results/results.csv
1967-05-24,England,Spain,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
1967-05-27,Austria,England,0,1,Friendly,Vienna,Austria,FALSE,data/international_results/results.csv
1967-08-15,Chile,Argentina,1,0,Friendly,Santiago,Chile,FALSE,data/international_results/results.csv
1967-08-22,Mexico,Argentina,2,1,Friendly,Mexico City,Mexico,FALSE,data/international_results/results.csv
1967-10-13,Paraguay,Argentina,1,1,Friendly,Asunción,Paraguay,FALSE,data/international_results/results.csv
1967-10-21,Wales,England,0,3,British Home Championship,Cardiff,Wales,FALSE,data/international_results/results.csv
1967-11-08,Chile,Argentina,3,1,Friendly,Santiago,Chile,FALSE,data/international_results/results.csv
1967-11-22,England,Northern Ireland,2,0,British Home Championship,London,England,FALSE,data/international_results/results.csv
1967-12-06,England,Russia,2,2,Friendly,London,England,FALSE,data/international_results/results.csv
1968-02-24,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,FALSE,data/international_results/results.csv
1968-04-03,England,Spain,1,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
